value_ratio,time_delta,same_asset,hop_count,amount_similarity,degree,fanout,fanin,address_age,transaction_frequency,entity_evidence,path_length,relevance_score
0.68,7.1,1,3,0.6667,24.75,1.25,23.5,60,250.8,1,4,51.498070817406564
0.6433,1.0,1,4,0.6886,2.8,1.6,1.2,94,31.1,0,5,35.526765238748425
0.6019,1.0,1,2,0.5,16.33,1.0,15.33,626,167.7,1,3,47.069652013471
0.1017,1.0,1,1,0.2203,19.5,1.0,18.5,204,198.4,0,2,45.24329030429675
0.5252,1.0,0,2,0.5129,2.67,1.67,1.0,17,32.2,1,3,47.77123955010066
0.7417,1.0,1,5,0.5716,2.0,1.0,1.0,315,25.0,0,6,27.83848217915695
0.1056,1.0,1,1,0.0,25.5,0.5,25.0,140,259.3,2,2,70.30187512106372
0.6485,1.0,1,1,0.0,2.5,0.5,2.0,446,28.6,2,2,52.33159272474106
0.4258,1.0,1,3,0.3139,9.75,0.75,9.0,642,98.7,2,4,52.94092556150863
0.5669,1.0,1,1,0.4725,4.0,0.5,3.5,416,44.6,0,2,27.768039740536466
0.5437,1.0,1,2,0.9636,37.33,0.67,36.67,179,384.5,1,3,62.97975778449015
0.9999,1.0,1,5,1.0,1.83,0.83,1.0,221,27.2,0,6,28.86357563594914
0.2884,160.7,1,1,0.2468,2.0,1.0,1.0,1,36.1,0,2,25.180303359214932
0.6295,21.9,1,1,0.6182,2.0,0.5,1.5,484,25.9,2,2,26.691499415524728
0.631,1.0,1,4,0.9546,2.0,1.0,1.0,250,22.5,0,5,15.727080935452843
1.0,99.4,1,3,1.0,1.75,0.75,1.0,633,19.2,0,4,29.998314571516808
0.9974,18.2,1,2,1.0,2.0,1.0,1.0,664,20.9,0,3,14.337184544464375
0.8638,1.0,1,2,0.4982,3.67,1.0,2.67,673,39.7,0,3,32.16724849402445
0.3757,19.8,1,1,0.8939,1.5,0.5,1.0,40,25.7,0,2,12.445515587888266
1.0,87.6,1,4,1.0,2.0,1.0,1.0,599,20.7,0,5,17.039912149307426
0.4124,1.0,1,1,0.5465,4.0,0.5,3.5,201,40.3,2,2,47.87728296484145
0.6775,22.8,1,3,0.6667,37.5,1.0,36.5,843,375.7,1,4,69.59958229343059
0.1327,1.0,1,1,0.0,17.5,0.5,17.0,547,179.3,1,2,54.57072760215146
0.1456,5.7,1,1,0.0005,15.0,0.5,14.5,554,151.7,2,2,60.80359621632192
0.857,1.0,1,1,0.6748,3.5,0.5,3.0,423,36.2,0,2,15.432839443738647
0.4595,73.2,1,1,0.4306,1.5,1.0,0.5,234,15.6,1,2,21.535387245635853
0.6859,16.0,1,4,0.4987,4.6,1.2,3.4,681,47.9,0,5,27.5598083322865
0.7123,15.6,0,2,0.8156,2.67,0.67,2.0,167,30.7,0,3,22.886680622510266
0.0484,9.3,1,1,0.0215,57.5,8.5,49.0,1,576.4,1,2,70.6006557928054
1.0,1.0,0,6,1.0,2.0,1.0,1.0,763,25.3,0,7,38.008196055890934
0.9587,24.0,1,1,0.9516,3.0,1.0,2.0,686,35.6,1,2,20.995068154522517
0.1953,1.0,1,1,0.0484,4.0,1.0,3.0,506,48.2,0,2,27.672264341601448
0.8552,26.4,1,2,0.6133,6.33,3.33,3.0,787,63.9,0,3,34.59481570791118
0.0608,121.5,1,1,0.0,30.0,0.5,29.5,271,306.0,2,2,73.8404122635799
1.0,4.1,1,1,1.0,2.0,1.0,1.0,338,20.9,1,2,22.051380196314955
0.7351,1.0,1,2,0.5,1.67,0.67,1.0,665,16.8,0,3,12.689321774152853
0.9987,106.3,1,1,0.9998,2.5,1.5,1.0,755,26.1,0,2,15.32882537846443
0.7854,92.5,1,3,0.6554,2.25,1.25,1.0,260,23.0,0,4,18.7251837016252
0.9226,1.0,1,1,0.0,3.0,0.5,2.5,353,36.0,1,2,36.75896288697726
0.7816,82.3,1,3,0.7694,3.0,1.25,1.75,675,33.2,1,4,45.67905849420663
0.4782,41.9,1,1,0.3616,12.0,0.5,11.5,445,121.9,1,2,37.16846988967064
0.5426,1.0,1,3,0.6587,34.75,1.25,33.5,188,347.5,1,4,56.73946729213926
1.0,1.0,1,6,1.0,2.0,1.0,1.0,759,21.9,0,7,31.045258405700558
0.27,68.4,1,1,0.0653,8.5,0.5,8.0,453,85.6,2,2,53.85112324385341
0.0986,54.1,1,1,0.0,41.5,0.5,41.0,619,417.4,2,2,84.62942912305202
1.0,1.0,1,4,1.0,2.0,1.0,1.0,530,21.5,0,5,27.197613961240766
0.5288,1.0,1,2,0.5,31.33,1.0,30.33,801,320.2,1,3,54.84586364035689
0.5459,1.0,1,2,0.5888,22.0,0.67,21.33,181,224.9,1,3,53.31631374960608
0.9998,1.0,0,1,1.0,2.0,1.0,1.0,80,24.8,0,2,18.59969042744512
0.1574,1.0,1,1,0.0,26.0,0.5,25.5,298,266.0,2,2,58.98188823919948
0.5769,1.0,1,1,0.0,2.0,0.5,1.5,464,26.3,2,2,59.70066598646148
0.9996,113.7,1,2,1.0,2.0,1.0,1.0,618,21.1,0,3,12.99169049085048
0.0437,33.1,0,1,0.0,125.0,1.0,124.0,621,1250.7,1,2,70.82275865686793
0.0171,14.0,1,1,0.0,142.5,0.5,142.0,654,1436.5,1,2,69.05811156485692
0.9991,61.3,0,1,1.0,3.0,2.0,1.0,122,35.1,0,2,18.942481489564948
0.9997,1.0,1,6,1.0,2.14,1.14,1.0,155,26.0,0,7,27.447681988592777
0.9974,79.6,1,4,0.9999,2.0,1.0,1.0,378,20.7,1,5,35.24931542531942
0.9999,88.9,0,5,1.0,2.17,1.17,1.0,362,26.2,3,6,51.53913180790129
0.3037,5.7,1,1,0.0,7.0,0.5,6.5,461,74.5,2,2,58.066456107750014
0.3344,2.3,1,4,0.3874,2.2,1.2,1.0,30,33.1,0,5,25.89205356630682
0.9998,1.0,1,1,1.0,2.5,1.5,1.0,677,26.9,0,2,15.497300350413218
0.0455,1.0,1,2,0.0632,27.67,1.0,26.67,153,281.1,1,3,51.31605794699587
1.0,1.0,1,5,1.0,2.0,1.0,1.0,656,30.1,0,6,26.04239128682932
0.8201,32.6,1,4,0.5917,2.6,1.0,1.6,458,29.2,1,5,45.27664177458502
0.113,5.0,1,1,0.0,17.5,1.5,16.0,326,176.1,1,2,49.18509111263544
0.7724,9.2,0,2,0.5,1.67,1.0,0.67,98,19.3,0,3,33.71904157074907
0.8755,1.0,0,5,0.8548,18.33,8.17,10.17,726,191.2,0,6,30.479055711458283
0.0896,1.0,1,1,0.0,26.0,0.5,25.5,298,261.2,1,2,50.94639397446448
0.6147,46.8,1,2,0.2038,14.0,1.0,13.0,576,143.2,1,3,54.510194686017385
1.0,1.0,1,2,1.0,2.0,1.0,1.0,153,24.4,0,3,18.745349617044262
0.5739,1.0,1,4,0.533,3.0,1.6,1.4,71,30.8,1,5,33.01116607546517
0.0119,62.4,0,1,0.0,77.0,0.5,76.5,302,771.6,2,2,82.53446943288542
0.1691,1.0,1,1,0.1279,26.0,0.5,25.5,195,262.5,2,2,68.63555217755047
0.9929,1.0,1,5,0.9996,2.33,1.33,1.0,162,25.3,0,6,29.828211588198993
0.6156,7.8,1,4,0.5011,4.6,1.6,3.0,676,52.2,1,5,38.08353340188814
0.9998,84.1,1,4,1.0,2.2,1.2,1.0,313,29.7,3,5,45.395708126717366
0.2524,117.2,1,2,0.1385,2.0,0.67,1.33,513,23.2,1,3,35.96579034611926
0.4436,56.9,1,1,0.0,5.5,1.5,4.0,808,56.1,1,2,39.95856438846644
0.8281,31.0,1,3,0.5194,14.5,1.0,13.5,638,146.9,1,4,52.1418218606413
0.2412,51.0,1,1,0.2218,7.5,1.0,6.5,233,75.0,1,2,31.80878226994998
0.3235,35.1,1,2,0.3908,9.0,1.0,8.0,230,90.4,1,3,39.15805076444728
0.5306,15.5,1,2,0.5,62.33,1.0,61.33,717,627.4,1,3,69.75302428008854
0.7812,12.6,1,3,0.7573,2.5,1.5,1.0,780,26.3,1,4,42.108998353843646
0.9511,1.0,1,1,0.9287,2.0,1.5,0.5,108,26.5,0,2,15.472658420841297
0.9996,1.0,1,1,1.0,1.5,0.5,1.0,406,15.6,0,2,13.383555178647008
0.0644,1.0,1,1,0.0251,38.0,37.0,1.0,149,388.0,1,2,68.41862858037813
0.2871,1.0,1,1,0.3776,1.5,1.0,0.5,240,17.9,0,2,11.955513149061227
0.9936,1.0,1,1,0.9989,2.0,1.0,1.0,491,21.9,1,2,24.907549696951087
0.9973,1.0,1,1,0.9998,1.5,0.5,1.0,603,15.9,0,2,20.80906815431728
0.0347,1.9,0,1,0.0,30.0,0.5,29.5,383,301.2,2,2,73.26328250709113
0.8668,89.5,1,3,0.3333,2.0,1.0,1.0,350,35.3,0,4,28.66540076711619
0.5223,3.6,1,2,0.655,1.67,0.67,1.0,554,20.4,0,3,14.27333580713191
0.0205,60.3,1,1,0.0,39.0,0.5,38.5,231,391.4,0,2,48.680946516130284
0.98,1.0,1,1,0.0,2.0,0.5,1.5,700,20.2,1,2,45.1709686205558
0.3629,103.0,1,2,0.0,10.67,1.0,9.67,180,108.1,1,3,45.4149954073854
0.9996,1.0,1,6,1.0,2.0,1.0,1.0,183,26.0,1,7,35.20483918319755
0.0763,133.3,1,1,0.1442,2.0,1.0,1.0,536,28.5,0,2,21.39487032130387
0.5662,1.0,1,3,0.4545,6.25,1.0,5.25,405,66.0,1,4,40.3694214973067
0.1931,54.1,1,1,0.0,6.5,0.5,6.0,400,71.5,2,2,49.02059747122482
0.2073,21.6,0,1,0.0319,7.0,0.5,6.5,566,71.8,1,2,46.33555776245037
0.7367,1.0,1,4,0.9605,21.6,1.0,20.6,177,218.9,1,5,44.085980996505576
1.0,13.7,1,4,1.0,2.0,1.0,1.0,765,20.6,0,5,27.147106138264878
0.6655,97.8,1,2,0.4539,22.67,0.67,22.0,659,230.0,2,3,70.32823401579691
1.0,1.0,1,2,1.0,2.0,1.0,1.0,628,21.0,0,3,22.78721994603459
1.0,1.0,1,1,1.0,2.0,1.0,1.0,491,20.5,0,2,11.326044623197166
0.9997,1.0,1,1,1.0,2.5,1.5,1.0,80,28.2,0,2,22.68399815856363
0.1943,1.0,1,1,0.2437,13.5,0.5,13.0,234,135.9,2,2,52.66610470656895
0.3483,32.2,1,1,0.0,3.0,1.0,2.0,614,35.8,2,2,45.82855415359957
0.9981,1.0,1,2,1.0,2.0,1.0,1.0,110,20.7,0,3,20.228784589915392
0.0656,34.3,1,1,0.0,32.5,0.5,32.0,680,325.9,2,2,71.07540090025338
0.7004,47.7,1,2,0.0,3.67,1.0,2.67,28,40.1,1,3,38.157320608652995
0.2889,1.0,1,2,0.0301,7.0,0.67,6.33,656,72.0,3,3,67.21091929707134
0.43,1.0,1,2,0.2436,3.33,0.67,2.67,291,33.6,1,3,38.95398738769217
0.9991,43.5,1,1,1.0,1.5,0.5,1.0,170,20.2,0,2,7.383034448688473
0.5671,59.4,1,2,0.3141,4.0,0.67,3.33,206,41.4,0,3,33.14416530332531
0.7475,191.0,1,1,0.0,4.0,0.5,3.5,741,40.5,1,2,44.50591278319963
0.5775,1.0,1,2,0.5022,10.33,0.67,9.67,677,109.5,3,3,64.96364561821316
0.0575,27.7,1,1,0.0,64.5,0.5,64.0,684,650.8,0,2,64.92325876918017
0.8827,1.0,1,6,0.8219,2.14,1.14,1.0,147,25.4,0,7,27.015375030741215
0.3479,14.5,1,2,0.0468,20.67,1.67,19.0,174,207.9,1,3,47.85772439679327
0.6159,134.5,1,4,0.7364,3.8,1.0,2.8,127,50.6,1,5,37.20637782607963
0.5007,160.7,1,2,0.4008,19.67,0.67,19.0,577,197.7,2,3,67.25046667501806
0.4397,1.0,1,3,0.305,4.25,0.75,3.5,755,45.9,2,4,51.66201831328217
0.0314,43.3,1,1,0.0,4.5,3.5,1.0,361,46.9,1,2,48.39197279937383
0.3539,1.0,1,1,0.3705,1.5,1.0,0.5,70,16.8,0,2,33.04204402729816
0.0158,14.0,1,1,0.0,33.0,0.5,32.5,629,339.4,1,2,62.60989882448021
0.394,16.8,1,2,0.3861,3.33,1.0,2.33,199,40.7,2,3,44.405441863367344
0.7982,13.0,1,2,0.3917,10.67,1.0,9.67,805,108.6,1,3,40.497406673848516
0.8513,12.8,1,3,0.7341,11.0,0.75,10.25,483,112.6,0,4,30.76312763229253
0.9747,12.0,1,2,0.986,3.67,0.67,3.0,228,38.9,0,3,16.027482987300665
0.0656,10.2,1,1,0.0,32.5,0.5,32.0,587,326.4,2,2,75.5218262762128
0.4529,28.2,1,1,0.3706,3.0,0.5,2.5,310,35.6,2,2,50.21397066696606
0.9947,1.0,1,1,1.0,1.5,0.5,1.0,702,16.5,0,2,7.937379502841299
0.6758,1.0,1,2,0.7234,2.67,0.67,2.0,160,28.9,0,3,32.474636998879404
1.0,1.0,1,1,1.0,2.0,1.0,1.0,168,20.2,0,2,15.04368638189641
0.392,1.0,1,1,0.1361,1.5,1.0,0.5,330,17.3,1,2,34.814784302022865
0.6326,33.4,1,1,0.0,2.5,0.5,2.0,489,25.7,0,2,29.870255210444398
0.3696,28.4,1,3,0.2083,7.0,1.25,5.75,703,72.6,1,4,38.54827967819999
0.2695,86.0,1,1,0.065,8.5,0.5,8.0,557,85.1,2,2,49.01690407633231
0.1569,19.3,0,2,0.0,22.33,1.0,21.33,272,228.7,1,3,52.073900716717745
0.8135,28.4,1,2,0.6569,2.0,1.0,1.0,114,21.0,0,3,22.71927039402082
1.0,1.0,1,3,1.0,2.0,1.0,1.0,268,32.9,3,4,48.51850829053805
0.0788,1.0,0,1,0.0,29.0,1.0,28.0,139,297.4,1,2,62.56236835253065
0.507,1.0,1,2,0.5,82.0,1.0,81.0,218,820.0,1,3,61.37763012204151
0.9997,1.0,1,1,1.0,2.0,1.5,0.5,678,27.8,0,2,20.680540787758677
0.7954,1.0,1,3,0.6702,2.25,1.25,1.0,862,23.0,0,4,18.730530355213237
0.6239,40.0,1,4,0.6282,4.4,1.2,3.2,789,44.2,1,5,43.46234738212732
0.4513,1.0,1,1,0.3215,11.5,0.5,11.0,444,118.9,1,2,47.19799659326995
0.4976,1.0,1,4,0.3177,5.4,1.2,4.2,284,55.3,1,5,31.129040207556496
0.6883,161.1,0,3,0.5431,19.25,1.0,18.25,392,196.9,1,4,53.36319629841637
0.6823,1.0,1,3,0.6603,47.75,1.5,46.25,610,478.2,1,4,52.73101033585373
0.5213,95.4,1,3,0.6042,17.5,1.75,15.75,724,183.9,2,4,50.980924628311605
0.5143,1.0,1,3,0.0989,7.75,1.25,6.5,402,80.8,1,4,50.40077989611241
0.3494,2.7,1,1,0.297,4.0,0.5,3.5,722,41.4,1,2,33.946743155786386
0.7351,1.0,1,4,0.4881,16.0,0.8,15.2,511,164.1,2,5,68.08774998948893
0.9998,86.3,1,2,1.0,2.33,1.33,1.0,288,31.8,0,3,23.076654817422927
0.9987,14.6,1,1,0.9997,1.5,0.5,1.0,290,15.7,3,2,45.30529243210668
1.0,1.0,1,1,1.0,1.5,0.5,1.0,647,16.6,0,2,14.684078677394073
0.8338,1.0,1,1,0.0,4.0,1.0,3.0,297,41.2,1,2,47.46900754662084
0.9992,35.4,1,4,0.9996,2.4,1.4,1.0,168,25.5,0,5,20.396795193012153
0.5095,1.0,1,2,0.0214,4.0,1.0,3.0,551,44.6,2,3,41.27590357053875
0.3983,55.0,1,1,0.0,10.0,0.5,9.5,349,102.8,1,2,39.48371069095348
0.9999,103.7,1,2,1.0,1.67,0.67,1.0,688,21.3,0,3,19.330268350824962
0.9997,89.6,1,1,1.0,2.0,1.0,1.0,262,23.6,0,2,13.059431456237153
1.0,1.0,1,6,1.0,2.14,1.14,1.0,682,25.0,0,7,39.01674257927771
0.4377,1.0,1,2,0.2863,8.33,0.67,7.67,712,87.0,2,3,48.78117283750537
0.1742,54.1,1,1,0.2364,2.5,1.5,1.0,679,29.5,0,2,22.289942235702373
0.3731,59.2,1,1,0.1378,1.5,1.0,0.5,17,20.0,0,2,20.760127117341337
0.2885,1.0,1,1,0.0,7.0,0.5,6.5,368,72.6,2,2,56.98167159715162
0.4236,5.1,1,4,0.4379,6.0,1.2,4.8,322,63.6,1,5,40.29217840248607
0.2978,137.5,1,1,0.0,2.0,0.5,1.5,809,23.4,0,2,31.34841290566612
1.0,80.6,1,3,1.0,2.0,1.0,1.0,573,30.4,0,4,26.938989770004323
0.8744,5.0,1,1,0.8043,2.0,1.5,0.5,326,22.4,0,2,21.9972880473255
1.0,1.0,1,1,1.0,2.0,1.0,1.0,100,20.3,0,2,19.463897391717744
0.7633,36.2,1,3,0.6527,2.0,1.0,1.0,312,22.5,0,4,18.082192969651455
0.025,51.6,1,1,0.0,4.5,3.5,1.0,262,52.0,1,2,31.72374487469075
0.998,1.0,1,2,1.0,2.0,1.0,1.0,267,23.1,0,3,11.694730835163789
0.5686,1.0,1,4,0.3426,11.2,2.2,9.0,688,113.9,0,5,36.91151123464821
0.0768,101.5,1,1,0.0,57.0,2.0,55.0,696,570.1,1,2,82.98812044495351
0.534,61.6,1,2,0.539,14.67,1.33,13.33,86,149.8,1,3,41.09582678123815
0.5714,1.0,1,1,0.9396,1.5,1.0,0.5,416,18.1,0,2,23.777187751689286
1.0,5.3,0,4,1.0,2.0,1.0,1.0,364,21.8,0,5,25.62268267214876
0.0687,1.0,1,1,0.0,14.0,0.5,13.5,327,140.4,0,2,38.26703617930471
0.3839,1.0,1,1,0.0073,5.0,0.5,4.5,607,54.2,0,2,29.357957933000698
0.7069,1.0,1,3,0.5552,4.0,0.75,3.25,136,46.8,3,4,55.35333469578676
0.1166,1.0,1,1,0.0,4.0,1.0,3.0,755,42.2,1,2,37.1960056083999
0.4488,1.0,1,1,0.3566,10.5,1.5,9.0,709,107.0,0,2,34.35536757601167
0.9992,1.0,1,2,1.0,1.67,0.67,1.0,156,17.0,0,3,23.9351612566426
0.5015,1.0,1,1,0.0,4.0,3.0,1.0,730,42.2,1,2,37.326240165531345
0.3382,57.9,1,1,0.2988,6.0,5.0,1.0,446,64.4,1,2,35.53165939990446
0.1441,1.0,1,1,0.0,65.0,3.0,62.0,538,651.2,1,2,68.58449261231694
0.9999,10.8,1,2,1.0,2.0,1.0,1.0,790,24.1,0,3,24.82748683486186
0.4476,1.0,1,1,0.0,3.0,0.5,2.5,53,32.8,1,2,43.64414835179191
0.4456,1.0,1,2,0.4944,30.0,1.0,29.0,25,303.1,1,3,65.67649186510191
0.0072,1.0,1,1,0.0,95.5,1.0,94.5,1,957.7,1,2,67.37218814488352
0.4657,46.8,1,1,0.0,4.5,3.5,1.0,576,49.4,2,2,46.41190899564967
0.8369,16.3,1,4,0.8274,2.8,1.0,1.8,690,33.7,0,5,34.01546738943334
0.9999,82.5,1,1,1.0,2.0,1.0,1.0,298,23.2,3,2,54.242883749445
0.6061,1.0,0,4,0.5514,5.8,1.2,4.6,392,60.0,1,5,35.21276646696061
0.0607,89.2,1,1,0.0,30.5,0.5,30.0,377,309.9,2,2,66.19904207151475
0.6008,93.1,1,2,0.3501,8.33,1.33,7.0,609,98.6,1,3,42.18048751426226
0.774,1.0,1,3,0.4315,2.75,0.75,2.0,771,28.2,1,4,44.17340962796222
0.3008,45.7,1,1,0.1898,4.0,1.0,3.0,645,41.9,1,2,32.51034407566562
0.199,111.8,1,1,0.2913,12.0,0.5,11.5,237,122.9,1,2,43.127311176766874
0.9005,1.0,1,2,0.6978,1.67,0.67,1.0,632,25.6,1,3,38.45125402171521
0.9999,1.0,1,3,1.0,2.0,1.0,1.0,721,26.3,0,4,20.297088825859138
0.2317,1.0,1,1,0.2399,4.5,1.0,3.5,744,46.8,1,2,37.166199520817706
0.362,31.3,1,2,0.4399,20.0,1.33,18.67,779,202.4,0,3,47.26003897240212
0.2404,1.0,1,2,0.086,4.67,0.67,4.0,71,50.6,1,3,38.946134799714585
0.5646,16.5,1,3,0.452,30.0,7.25,22.75,46,302.8,1,4,63.41268544649852
0.5961,1.0,1,3,0.3506,4.0,0.75,3.25,579,42.0,1,4,38.72064594646963
0.7429,73.8,1,3,0.6446,9.5,2.25,7.25,751,96.3,1,4,34.04293499771902
0.722,1.0,1,3,0.6953,2.0,0.75,1.25,591,32.8,0,4,27.696360072924268
0.9883,82.0,1,2,0.5,3.33,1.33,2.0,90,38.8,1,3,31.688888083901027
0.8457,106.1,1,3,0.3333,3.25,1.0,2.25,215,34.3,0,4,21.86861766344548
0.013,1.0,1,1,0.0,34.5,0.5,34.0,635,346.8,1,2,74.03222734175507
1.0,28.0,1,1,1.0,2.5,0.5,2.0,737,25.7,1,2,30.5039749219821
0.5058,63.6,1,3,0.2653,6.0,0.75,5.25,86,61.9,0,4,29.821190272636468
0.4043,1.0,1,1,0.0,13.0,0.5,12.5,601,134.5,1,2,45.80373050501533
0.7802,1.0,0,6,0.7655,2.14,1.0,1.14,807,27.9,0,7,36.918934612807625
0.5038,44.3,1,2,0.8085,29.33,0.67,28.67,572,296.8,1,3,62.58229280046787
0.9632,53.5,1,1,0.0,6.0,3.5,2.5,406,66.2,1,2,37.30075202727757
0.8999,14.6,0,2,0.3718,4.0,1.67,2.33,370,45.0,1,3,38.55550543699131
0.9999,108.6,1,2,1.0,2.0,1.0,1.0,169,28.2,1,3,26.929279197999705
0.9998,83.0,1,6,1.0,2.43,1.43,1.0,84,29.2,0,7,30.051164643869274
0.5086,1.0,1,4,0.3277,6.6,1.0,5.6,500,73.8,1,5,41.773082985984935
1.0,1.0,1,1,1.0,2.0,1.0,1.0,663,25.1,0,2,7.793367384564409
0.1183,1.0,1,1,0.1404,3.0,1.5,1.5,686,32.8,0,2,21.652059824978075
0.5795,1.0,1,2,0.1492,6.67,0.67,6.0,75,71.8,1,3,47.72711464457269
0.2106,1.0,1,3,0.1006,4.0,1.25,2.75,596,41.2,1,4,37.93276368747846
0.6058,81.4,1,3,0.6352,16.5,2.5,14.0,187,167.7,1,4,49.70643535075094
0.2115,52.1,1,1,0.0193,17.5,0.5,17.0,255,176.4,1,2,52.38075612642841
0.9999,46.1,1,4,1.0,2.0,1.0,1.0,733,26.7,0,5,18.91057575085614
0.5984,1.7,1,2,0.3752,2.33,0.67,1.67,766,24.0,0,3,25.384339042821146
0.4503,1.0,1,3,0.1494,8.5,0.75,7.75,482,86.0,1,4,41.93741138876306
0.3333,1.0,1,1,0.358,3.5,2.0,1.5,537,38.6,0,2,23.356986205398304
0.3768,20.8,1,1,0.887,1.5,0.5,1.0,158,23.1,0,2,9.468222507729074
0.2822,28.8,1,2,0.4812,55.67,1.0,54.67,76,564.5,1,3,67.6744721167674
0.86,124.4,1,5,0.7733,1.83,0.83,1.0,247,26.8,0,6,22.90190710539213
1.0,42.4,1,2,1.0,2.0,1.0,1.0,623,25.7,0,3,19.740814220782227
0.7644,75.3,1,2,0.7009,4.67,1.0,3.67,2,47.7,0,3,26.904378256209547
0.9979,1.0,1,4,0.9993,1.8,1.0,0.8,497,19.5,0,5,26.092296489904026
0.649,2.8,1,1,0.6574,2.5,0.5,2.0,399,28.8,3,2,49.03347005953519
0.9999,31.8,1,1,1.0,2.0,1.0,1.0,358,22.0,0,2,14.233362712590147
0.5341,1.0,1,2,0.53,34.33,2.67,31.67,1,344.4,1,3,58.059507282044855
0.9989,1.0,1,3,1.0,1.75,0.75,1.0,30,28.9,0,4,27.23075247483808
0.5665,1.0,1,3,0.4536,6.5,1.25,5.25,507,71.9,1,4,37.7628176160788
0.5267,35.6,1,4,0.4282,2.8,0.8,2.0,151,36.8,0,5,25.70204075379665
0.414,112.7,1,1,0.0,3.5,1.0,2.5,346,36.0,2,2,42.36592923583028
0.0656,1.0,1,1,0.0,32.0,0.5,31.5,643,322.9,2,2,75.08845174581423
0.945,34.9,1,2,0.9908,8.0,1.0,7.0,777,89.3,1,3,33.073083003363045
0.9092,126.7,1,6,0.9504,2.0,1.0,1.0,228,20.2,0,7,20.30457190949909
0.0529,38.9,1,1,0.0171,36.0,0.5,35.5,113,362.7,1,2,59.71408201528271
0.7966,151.3,0,1,0.0,2.5,0.5,2.0,782,30.9,0,2,30.968569016495756
0.3564,37.8,1,3,0.3428,26.25,1.5,24.75,22,266.5,1,4,58.275629798136926
0.9998,19.8,1,1,1.0,2.5,1.5,1.0,680,25.7,0,2,14.574733089153868
0.384,1.0,1,3,0.1554,2.75,0.75,2.0,506,29.7,3,4,63.46018131081936
0.7207,23.7,1,2,0.2179,4.0,0.67,3.33,149,48.2,1,3,44.6931744357825
0.1069,2.6,1,1,0.0696,63.0,1.0,62.0,193,630.6,1,2,74.41355123501832
0.8911,1.0,1,3,0.8203,10.5,0.75,9.75,1,109.4,1,4,41.40197468318208
1.0,41.4,1,1,1.0,2.0,1.0,1.0,450,22.8,0,2,26.437766076671114
0.9999,1.0,1,2,1.0,2.0,1.0,1.0,763,20.6,1,3,36.50411553400195
0.8683,1.0,0,4,0.8192,16.0,7.0,9.0,699,163.4,0,5,33.74333768922253
0.0315,12.8,1,1,0.1351,95.0,0.5,94.5,156,952.2,1,2,75.53793873170629
0.0771,1.0,1,1,0.0,31.0,1.5,29.5,119,314.4,1,2,64.84683932915901
0.6878,42.9,1,2,0.6456,6.0,1.0,5.0,486,64.2,1,3,33.341892771245185
0.5545,25.3,1,2,0.0487,2.0,0.67,1.33,442,24.3,0,3,37.56102723894357
0.5125,95.5,1,1,0.2935,1.5,1.0,0.5,351,18.1,2,2,52.947813170204384
0.4411,22.4,1,2,0.2552,4.33,1.33,3.0,714,51.1,1,3,45.122562986811346
0.7132,1.0,1,1,0.9671,2.0,0.5,1.5,1,32.1,0,2,22.13542545085637
1.0,22.2,1,6,1.0,1.86,0.86,1.0,396,19.6,0,7,30.96141500073371
0.3947,5.0,1,2,0.4933,40.33,0.67,39.67,257,408.2,2,3,71.42610528879408
0.8596,1.0,1,1,0.0,3.5,0.5,3.0,770,37.7,2,2,55.19970958964921
0.7998,10.9,0,5,0.6548,2.5,1.5,1.0,247,26.1,0,6,21.50402340217822
0.999,104.8,1,4,1.0,2.0,1.0,1.0,331,27.2,0,5,20.478510678702094
0.6946,1.0,1,3,0.7877,2.0,1.0,1.0,68,21.4,0,4,10.085734103112916
0.6919,1.0,1,2,0.6954,8.67,0.67,8.0,401,88.7,1,3,40.440680293322444
0.1455,1.0,1,1,0.0004,15.0,0.5,14.5,529,157.0,2,2,64.57434497853531
0.7948,1.0,1,3,0.6649,5.75,1.0,4.75,440,59.6,0,4,36.41202614775859
0.2839,1.0,1,1,0.0,13.0,1.0,12.0,368,134.9,1,2,46.01948786410072
0.7783,60.3,1,2,0.9712,2.33,1.33,1.0,302,23.5,0,3,20.79085376754665
0.0892,35.0,1,1,0.0115,38.0,1.0,37.0,161,384.3,1,2,64.68394708881303
0.8316,1.0,1,3,0.1823,6.5,1.25,5.25,670,69.8,0,4,42.66947358433655
0.604,1.0,1,2,0.5993,2.0,1.0,1.0,184,22.8,0,3,25.34413817528425
0.596,15.6,1,3,0.6814,48.0,6.75,41.25,175,482.8,1,4,73.47259975974643
0.677,37.5,1,2,0.6874,2.0,1.0,1.0,653,31.2,3,3,59.26041364614929
0.511,1.0,1,4,0.497,19.8,1.4,18.4,169,201.7,1,5,56.58718568305438
0.5201,3.0,1,2,0.0,5.0,0.67,4.33,830,61.0,1,3,39.567304886281846
0.9995,1.0,1,2,1.0,2.0,1.0,1.0,197,25.3,0,3,13.946619899501012
1.0,103.3,1,6,1.0,2.0,1.0,1.0,373,26.8,3,7,56.003210617720775
0.4979,1.0,1,1,0.327,1.5,0.5,1.0,623,17.2,0,2,24.975960924439967
0.4845,1.0,1,1,0.0,2.5,1.0,1.5,698,26.4,1,2,32.14397217555661
0.9999,31.4,1,3,0.9999,2.25,1.25,1.0,763,24.0,0,4,26.88013296902769
0.5297,1.0,1,1,0.3766,7.0,0.5,6.5,312,77.6,0,2,29.699641795542757
